"HGNC" "ENST"
"ATP5J2-201" "ENST00000544611.1"
"ATP5J2-PTCD1-001" "ENST00000413834.1"
"ATP5L-001" "ENST00000300688.3"
"ATP5O-001" "ENST00000290299.2"
"ATP5S-003" "ENST00000311459.7"
"ATP5SL-007" "ENST00000221943.9"
"ATP6AP1-001" "ENST00000369762.2"
"ATP6AP2-004" "ENST00000378438.4"
"ATP6V0A1-004" "ENST00000264649.6"
"ATP6V0A2-001" "ENST00000330342.2"
"ATP6V0B-001" "ENST00000472174.2"
"ATP6V0D1-001" "ENST00000290949.3"
"ATP6V0E1-004" "ENST00000517669.1"
"ATP6V0E2-004" "ENST00000471877.1"
"ATP6V1A-001" "ENST00000273398.3"
"ATP6V1B2-001" "ENST00000276390.2"
"ATP6V1C1-001" "ENST00000395862.3"
"ATP6V1D-001" "ENST00000216442.7"
"ATP6V1E1-001" "ENST00000253413.5"
"ATP6V1F-001" "ENST00000249289.4"
"ATP6V1G1-001" "ENST00000374050.3"
"ATP6V1H-002" "ENST00000359530.2"
"ATP7A-001" "ENST00000341514.6"
"ATP8A1-001" "ENST00000381668.5"
"ATP8B2-001" "ENST00000368489.3"
"ATP9B-004" "ENST00000307671.7"
"ATPAF1-001" "ENST00000576409.1"
"ATPAF2-001" "ENST00000474627.2"
"ATPBD4-001" "ENST00000256538.4"
"ATPIF1-001" "ENST00000335514.5"
"ATR-001" "ENST00000350721.4"
"ATRAID-001" "ENST00000380171.3"
"ATRIP-001" "ENST00000320211.3"
"ATRN-002" "ENST00000262919.5"
"ATRX-001" "ENST00000373344.4"
"ATXN1-201" "ENST00000436367.1"
"ATXN1.1-202" "ENST00000344707.2"
"ATXN10-001" "ENST00000252934.5"
"ATXN1L-001" "ENST00000427980.2"
"ATXN2-001" "ENST00000377617.3"
"ATXN2L-002" "ENST00000395547.2"
"ATXN3-001" "ENST00000393287.5"
"ATXN7-201" "ENST00000398590.3"
"ATXN7L2-001" "ENST00000369870.3"
"ATXN7L3-003" "ENST00000454077.2"
"ATXN7L3B-001" "ENST00000519948.2"
"AUH-001" "ENST00000375731.4"
"AUNIP-001" "ENST00000374298.3"
"AUP1-001" "ENST00000377526.3"
"AURKA-004" "ENST00000312783.6"
"AURKAIP1-006" "ENST00000321751.5"
"AURKB-002" "ENST00000316199.6"
"AUTS2-001" "ENST00000342771.4"
"AVEN-001" "ENST00000306730.3"
"AVL9-003" "ENST00000318709.4"
"AXIN1-001" "ENST00000262320.3"
"AZI1-001" "ENST00000269392.4"
"AZI2-001" "ENST00000479665.1"
"AZIN1-001" "ENST00000337198.5"
"B2M-201" "ENST00000544417.1"
"B3GALNT1-003" "ENST00000392781.2"
"B3GALNT2-001" "ENST00000366600.3"
"B3GALT4-001" "ENST00000451237.1"
"B3GALT6-001" "ENST00000379198.2"
"B3GAT3-001" "ENST00000265471.5"
"B3GNT1-001" "ENST00000311181.4"
"B3GNT2-001" "ENST00000301998.4"
"B3GNT7-001" "ENST00000287590.5"
"B3GNTL1-001" "ENST00000320865.3"
"B4GALT1-001" "ENST00000379731.4"
"B4GALT3-001" "ENST00000319769.5"
"B4GALT4-002" "ENST00000359213.3"
"B4GALT5-001" "ENST00000371711.4"
"B4GALT6-001" "ENST00000306851.5"
"B4GALT7-001" "ENST00000029410.5"
"B9D1-001" "ENST00000261499.4"
"B9D2-001" "ENST00000243578.3"
"BABAM1-201" "ENST00000447614.2"
"BACH1-001" "ENST00000286800.3"
"BAD-002" "ENST00000394532.3"
"BAG1-201" "ENST00000472232.3"
"BAG2-001" "ENST00000370693.4"
"BAG4-001" "ENST00000287322.4"
"BAG5-201" "ENST00000299204.4"
"BAG6-205" "ENST00000404765.2"
"BAHD1-004" "ENST00000560846.1"
"BAIAP2L1-001" "ENST00000005260.8"
"BAK1-002" "ENST00000374467.3"
"BANF1-005" "ENST00000527348.1"
"BANK1-001" "ENST00000322953.4"
"BANP-204" "ENST00000538234.1"
"BAP1-001" "ENST00000460680.1"
"BARD1-001" "ENST00000260947.4"
"BASP1-001" "ENST00000322611.3"
"BATF-001" "ENST00000286639.6"
"BATF3-001" "ENST00000243440.1"
"BAX-006" "ENST00000345358.7"
"BAZ1A-001" "ENST00000382422.2"
"BAZ1B-001" "ENST00000339594.4"
"BAZ2A-001" "ENST00000551812.1"
"BAZ2B-001" "ENST00000392783.2"
"BBC3-002" "ENST00000341983.4"
"BBIP1-001" "ENST00000448814.1"
"BBS10-001" "ENST00000393262.3"
"BBS2-001" "ENST00000245157.5"
"BBS4-001" "ENST00000268057.4"
"BBS7-001" "ENST00000264499.4"
"BBS9-004" "ENST00000242067.6"
"BBX-001" "ENST00000415149.2"
"BCAP29-001" "ENST00000005259.4"
"BCAP31-001" "ENST00000345046.6"
"BCAR1-008" "ENST00000393420.6"
"BCAR3-001" "ENST00000260502.6"
"BCAS1-001" "ENST00000395961.3"
"BCAS2-001" "ENST00000369541.3"
"BCAS3-013" "ENST00000408905.3"
"BCAS4-001" "ENST00000358791.5"
"BCAT1-001" "ENST00000261192.7"
"BCAT2-001" "ENST00000316273.6"
"BCCIP-002" "ENST00000278100.6"
"BCDIN3D-001" "ENST00000333924.4"
"BCKDHA-001" "ENST00000269980.2"
"BCKDHB-005" "ENST00000356489.5"
"BCKDK-001" "ENST00000219794.6"
"BCL10-001" "ENST00000370580.1"
"BCL11A-006" "ENST00000358510.4"
"BCL2-001" "ENST00000398117.1"
"BCL2A1-001" "ENST00000267953.3"
"BCL2L1-004" "ENST00000307677.4"
"BCL2L11-001" "ENST00000393256.2"
"BCL2L12-001" "ENST00000246785.3"
"BCL2L13-001" "ENST00000317582.5"
"BCL3-001" "ENST00000164227.5"
"BCL7A-002" "ENST00000261822.4"
"BCL7B-001" "ENST00000223368.2"
"BCL7C-001" "ENST00000215115.4"
"BCL9-001" "ENST00000234739.3"
"BCL9L-001" "ENST00000334801.3"
"BCLAF1-003" "ENST00000531224.1"
"BCOR-003" "ENST00000378444.4"
"BCORL1-001" "ENST00000218147.7"
"BCR-001" "ENST00000305877.8"
"BCS1L-006" "ENST00000431802.1"
"BDH1-201" "ENST00000358186.2"
"BDH2-001" "ENST00000296424.4"
"BDP1-016" "ENST00000358731.4"
"BECN1-002" "ENST00000361523.4"
"BEND3-001" "ENST00000369042.1"
"BEND4-001" "ENST00000502486.1"
"BET1-001" "ENST00000222547.3"
"BET1L-002" "ENST00000382762.3"
"BEX4-001" "ENST00000372695.5"
"BFAR-001" "ENST00000261658.2"
"BFSP2-001" "ENST00000302334.2"
"BHLHE40-001" "ENST00000256495.3"
"BHLHE41-001" "ENST00000242728.4"
"BICD1-002" "ENST00000281474.5"
"BICD2-001" "ENST00000356884.6"
"BID-001" "ENST00000399774.3"
"BIK-001" "ENST00000216115.2"
"BIN1-001" "ENST00000316724.5"
"BIN2-201" "ENST00000267012.3"
"BIN3-001" "ENST00000276416.6"
"BIRC2-001" "ENST00000227758.2"
"BIRC3-002" "ENST00000263464.3"
"BIRC5-001" "ENST00000350051.3"
"BIRC6-001" "ENST00000421745.2"
"BIVM-002" "ENST00000257336.1"
"BLCAP-003" "ENST00000397137.1"
"BLK-001" "ENST00000259089.4"
"BLM-001" "ENST00000355112.3"
"BLMH-001" "ENST00000261714.6"
"BLNK-001" "ENST00000224337.5"
"BLOC1S1-201" "ENST00000257899.2"
"BLOC1S3-001" "ENST00000433642.2"
"BLOC1S4-001" "ENST00000320776.3"
"BLOC1S5-001" "ENST00000397457.2"
"BLOC1S6-001" "ENST00000220531.3"
"BLVRA-002" "ENST00000402924.1"
"BLVRB-001" "ENST00000263368.4"
"BLZF1-001" "ENST00000367808.3"
"BMF-001" "ENST00000354670.4"
"BMI1-001" "ENST00000376663.3"
"BMP2K-201" "ENST00000335016.5"
"BMPR1A-001" "ENST00000372037.1"
"BMPR2-001" "ENST00000374580.4"
"BMS1-001" "ENST00000374518.4"
"BNIP1-001" "ENST00000351486.5"
"BNIP2-001" "ENST00000267859.3"
"BNIP3-001" "ENST00000368636.4"
"BNIP3L-001" "ENST00000380629.2"
"BOD1-001" "ENST00000311086.4"
"BOD1L1-001" "ENST00000040738.5"
"BOLA1-002" "ENST00000369153.1"
"BOLA2B.1-003" "ENST00000569622.1"
"BOLA3-001" "ENST00000327428.5"
"BOP1-001" "ENST00000307404.5"
"BORA-001" "ENST00000390667.4"
"BPGM-003" "ENST00000418040.1"
"BPHL-001" "ENST00000380379.5"
"BPNT1-201" "ENST00000322067.7"
"BPTF-201" "ENST00000321892.4"
"BRAF-001" "ENST00000288602.6"
"BRAP-001" "ENST00000419234.3"
"BRAT1-001" "ENST00000340611.4"
"BRCA1-001" "ENST00000357654.3"
"BRCA2-001" "ENST00000380152.3"
"BRCC3-006" "ENST00000340647.4"
"BRD1-001" "ENST00000404034.1"
"BRD2-201" "ENST00000395289.2"
"BRD3-001" "ENST00000303407.6"
"BRD4-001" "ENST00000263377.1"
"BRD7-002" "ENST00000394689.2"
"BRD8-001" "ENST00000254900.5"
"BRD9-001" "ENST00000467963.1"
"BRE-003" "ENST00000379624.1"
"BRF1-002" "ENST00000546474.1"
"BRF2-001" "ENST00000220659.6"
"BRI3-001" "ENST00000297290.3"
"BRI3BP-001" "ENST00000341446.7"
"BRIP1-001" "ENST00000259008.2"
"BRIX1-001" "ENST00000336767.5"
"BRK1-001" "ENST00000530758.1"
"BRMS1-001" "ENST00000359957.3"
"BRMS1L-001" "ENST00000216807.6"
"BROX-001" "ENST00000340934.5"
"BRPF1-001" "ENST00000383829.2"
"BRPF3-001" "ENST00000357641.6"
"BRWD1-001" "ENST00000333229.2"
"BRWD3-001" "ENST00000373275.4"
"BSDC1-001" "ENST00000455895.2"
"BSG-001" "ENST00000333511.3"
"BSPRY-001" "ENST00000374183.4"
"BTAF1-001" "ENST00000265990.6"
"BTBD1-001" "ENST00000261721.4"
"BTBD10-001" "ENST00000278174.5"
"BTBD2-001" "ENST00000255608.4"
"BTBD6-201" "ENST00000327471.3"
"BTBD7-001" "ENST00000334746.5"
"BTBD9-201" "ENST00000403056.1"
"BTD-003" "ENST00000437172.1"
"BTF3-001" "ENST00000335895.8"
"BTF3L4-001" "ENST00000313334.8"
"BTG1-001" "ENST00000256015.3"
"BTG2-001" "ENST00000290551.4"
"BTG3-002" "ENST00000348354.6"
"BTK-006" "ENST00000308731.7"
"BTLA-001" "ENST00000334529.5"
"BTN2A2-007" "ENST00000416795.2"
"BTN3A1-001" "ENST00000289361.6"
"BTN3A2-002" "ENST00000377708.2"
"BTN3A3-201" "ENST00000339789.4"
"BTRC-001" "ENST00000370187.3"
"BUB1-001" "ENST00000302759.6"
"BUB1B-003" "ENST00000412359.3"
"BUB3-001" "ENST00000368865.4"
"BUD13-001" "ENST00000260210.4"
"BUD31-002" "ENST00000403633.2"
"BYSL-001" "ENST00000230340.4"
"BZW1-001" "ENST00000409600.1"
"BZW2-003" "ENST00000415365.1"
"C10orf10-001" "ENST00000298295.3"
"C10orf118-006" "ENST00000369287.3"
"C10orf12-001" "ENST00000286067.2"
"C10orf128-004" "ENST00000474718.1"
"C10orf137-007" "ENST00000356792.4"
"C10orf2-001" "ENST00000311916.2"
"C10orf32-002" "ENST00000369883.3"
"C10orf54-001" "ENST00000394957.3"
"C10orf76-001" "ENST00000370033.4"
"C10orf88-001" "ENST00000481909.1"
"C11orf1-001" "ENST00000260276.3"
"C11orf10-005" "ENST00000257262.8"
"C11orf24-001" "ENST00000304271.6"
"C11orf30-012" "ENST00000525919.1"
"C11orf31-004" "ENST00000388857.4"
"C11orf48-006" "ENST00000524958.1"
"C11orf49-007" "ENST00000378615.3"
"C11orf54-003" "ENST00000354421.3"
"C11orf57-002" "ENST00000393047.3"
"C11orf58-001" "ENST00000228136.4"
"C11orf65-001" "ENST00000529391.1"
"C11orf68-003" "ENST00000530188.1"
"C11orf71-001" "ENST00000325636.4"
"C11orf73-001" "ENST00000278483.3"
"C11orf75-003" "ENST00000527149.1"
"C11orf80-202" "ENST00000360962.4"
"C11orf82-001" "ENST00000533655.1"
"C11orf83-001" "ENST00000531323.1"
"C11orf84-001" "ENST00000294244.4"
"C12orf10-001" "ENST00000267103.5"
"C12orf23-004" "ENST00000547242.1"
"C12orf29-001" "ENST00000356891.3"
"C12orf4-002" "ENST00000545746.1"
"C12orf43-201" "ENST00000288757.3"
"C12orf44-001" "ENST00000336854.4"
"C12orf45-001" "ENST00000552951.1"
"C12orf49-001" "ENST00000261318.3"
"C12orf5-001" "ENST00000179259.4"
"C12orf52-001" "ENST00000548278.1"
"C12orf57-003" "ENST00000545581.1"
"C12orf60-001" "ENST00000330828.2"
"C12orf65-007" "ENST00000429587.2"
"C12orf66-001" "ENST00000398055.3"
"C12orf73-001" "ENST00000378090.4"
"C12orf75-001" "ENST00000443585.1"
"C14orf1-001" "ENST00000256319.6"
"C14orf101-001" "ENST00000261556.6"
"C14orf105-001" "ENST00000216445.3"
"C14orf119-001" "ENST00000319074.4"
"C14orf142-001" "ENST00000306954.4"
"C14orf159-001" "ENST00000256324.9"
"C14orf166-001" "ENST00000261700.3"
"C14orf2-001" "ENST00000286953.3"
"C14orf80-017" "ENST00000392523.4"
"C14orf93-001" "ENST00000299088.6"
"C15orf23-001" "ENST00000249776.8"
"C15orf39-001" "ENST00000360639.2"
"C15orf40-201" "ENST00000304177.5"
"C15orf41-008" "ENST00000569302.1"
"C15orf57-011" "ENST00000559103.1"
"C15orf61-001" "ENST00000342683.4"
"C16orf13-002" "ENST00000301686.8"
"C16orf54-001" "ENST00000329410.3"
"C16orf58-001" "ENST00000327237.2"
"C16orf59-001" "ENST00000361837.4"
"C16orf62-201" "ENST00000251143.5"
"C16orf70-001" "ENST00000219139.3"
"C16orf72-001" "ENST00000327827.7"
"C16orf80-001" "ENST00000262498.3"
"C16orf87-001" "ENST00000285697.4"
"C16orf88-001" "ENST00000219837.7"
"C16orf91-001" "ENST00000442039.2"
"C17orf53-002" "ENST00000319977.4"
"C17orf59-001" "ENST00000389017.4"
"C17orf61-001" "ENST00000302422.3"
"C17orf62-006" "ENST00000437807.2"
"C17orf70-001" "ENST00000327787.8"
"C17orf75-201" "ENST00000225805.4"
"C17orf79-001" "ENST00000302362.6"
"C17orf80-201" "ENST00000359042.2"
"C17orf85-001" "ENST00000389005.4"
"C17orf89-001" "ENST00000431388.2"
"C18orf21-002" "ENST00000333234.5"
"C18orf25-001" "ENST00000282059.6"
"C18orf32-002" "ENST00000318240.3"
"C18orf54-002" "ENST00000382911.4"
"C18orf8-001" "ENST00000269221.3"
"C19orf10-001" "ENST00000262947.3"
"C19orf12-001" "ENST00000323670.9"
"C19orf43-001" "ENST00000242784.4"
"C19orf44-001" "ENST00000221671.3"
"C19orf47-003" "ENST00000357884.4"
"C19orf52-001" "ENST00000270502.6"
"C19orf53-002" "ENST00000221576.4"
"C19orf54-001" "ENST00000378313.2"
"C19orf55-201" "ENST00000396908.4"
"C19orf6-001" "ENST00000356663.3"
"C19orf60-001" "ENST00000358607.6"
"C19orf66-001" "ENST00000253110.11"
"C19orf68-001" "ENST00000328759.7"
"C19orf70-001" "ENST00000309324.4"
"C1D-001" "ENST00000355848.3"
"C1GALT1-001" "ENST00000223122.2"
"C1GALT1C1-001" "ENST00000304661.5"
"C1orf106-001" "ENST00000367342.4"
"C1orf109-001" "ENST00000358011.4"
"C1orf112-002" "ENST00000359326.4"
"C1orf122-201" "ENST00000446260.2"
"C1orf123-001" "ENST00000294360.4"
"C1orf131-001" "ENST00000366649.2"
"C1orf174-001" "ENST00000361605.3"
"C1orf212-004" "ENST00000456842.1"
"C1orf216-001" "ENST00000270815.4"
"C1orf27-001" "ENST00000287859.6"
"C1orf35-001" "ENST00000272139.4"
"C1orf43-002" "ENST00000368521.4"
"C1orf50-001" "ENST00000372525.4"
"C1orf52-001" "ENST00000471115.1"
"C1orf54-003" "ENST00000369102.1"
"C1orf56-001" "ENST00000368926.5"
"C1orf63-201" "ENST00000417642.2"
"C1orf74-001" "ENST00000294811.1"
"C1orf85-001" "ENST00000362007.1"
"C1orf86-201" "ENST00000378545.3"
"C1QBP-001" "ENST00000225698.4"
"C1R-201" "ENST00000290575.8"
"C1RL-001" "ENST00000266542.4"
"C20orf111-001" "ENST00000255174.2"
"C20orf196-001" "ENST00000303142.6"
"C20orf24-005" "ENST00000344795.3"
"C20orf27-005" "ENST00000399672.1"
"C20orf72-001" "ENST00000377710.5"
"C20orf96-001" "ENST00000360321.2"
"C21orf2-002" "ENST00000339818.4"
"C21orf33-001" "ENST00000291577.6"
"C21orf59-001" "ENST00000290155.3"
"C21orf91-001" "ENST00000400559.3"
"C22orf25-003" "ENST00000327374.4"
"C22orf28-001" "ENST00000216038.5"
"C22orf29-001" "ENST00000407472.1"
"C22orf32-001" "ENST00000331479.3"
"C22orf39-201" "ENST00000399562.3"
"C2CD2-001" "ENST00000380486.3"
"C2CD2L-001" "ENST00000336702.3"
"C2CD3-201" "ENST00000334126.7"
"C2orf18-001" "ENST00000344420.5"
"C2orf29-001" "ENST00000289382.3"
"C2orf42-001" "ENST00000264434.2"
"C2orf43-002" "ENST00000237822.3"
"C2orf44-001" "ENST00000295148.4"
"C2orf47-201" "ENST00000295079.2"
"C2orf49-001" "ENST00000258457.2"
"C2orf68-001" "ENST00000306336.5"
"C2orf69-001" "ENST00000319974.5"
"C2orf74-202" "ENST00000432605.1"
"C2orf76-001" "ENST00000409466.2"
"C3orf17-001" "ENST00000314400.5"
"C3orf33-001" "ENST00000340171.2"
"C3orf37-001" "ENST00000383463.3"
"C3orf38-001" "ENST00000318887.3"
"C3orf58-001" "ENST00000315691.3"
"C4orf21-003" "ENST00000505019.1"
"C4orf27-001" "ENST00000393381.2"
"C4orf3-002" "ENST00000399075.4"
"C4orf32-001" "ENST00000309733.4"
"C4orf33-201" "ENST00000425929.1"
"C4orf34-001" "ENST00000295958.4"
"C4orf46-001" "ENST00000379205.4"
"C4orf48-002" "ENST00000409860.1"
"C4orf52-001" "ENST00000506197.2"
"C5-001" "ENST00000223642.1"
"C5orf15-001" "ENST00000231512.3"
"C5orf22-001" "ENST00000325366.9"
"C5orf24-002" "ENST00000338051.4"
"C5orf28-002" "ENST00000512085.1"
"C5orf30-001" "ENST00000319933.2"
"C5orf34-001" "ENST00000306862.2"
"C5orf42-001" "ENST00000508244.1"
"C5orf43-001" "ENST00000507416.1"
"C5orf44-201" "ENST00000545191.1"
"C5orf45-001" "ENST00000292586.6"
"C5orf51-001" "ENST00000381647.2"
"C5orf54-002" "ENST00000523213.1"
"C5orf56-001" "ENST00000337752.2"
"C5orf63-201" "ENST00000296662.5"
"C6orf1-004" "ENST00000481533.1"
"C6orf106-001" "ENST00000374023.3"
"C6orf108-003" "ENST00000509253.1"
"C6orf120-001" "ENST00000332290.2"
"C6orf136-202" "ENST00000528347.2"
"C6orf162-201" "ENST00000392863.1"
"C6orf170-003" "ENST00000275159.6"
"C6orf203-201" "ENST00000405204.2"
"C6orf211-001" "ENST00000367294.3"
"C6orf223-003" "ENST00000336600.5"
"C6orf47-001" "ENST00000375911.1"
"C6orf57-001" "ENST00000370474.3"
"C6orf62-001" "ENST00000378119.4"
"C6orf70-001" "ENST00000366773.3"
"C6orf89-003" "ENST00000373685.1"
"C7orf23-002" "ENST00000433078.1"
"C7orf26-001" "ENST00000344417.5"
"C7orf43-001" "ENST00000316937.3"
"C7orf49-003" "ENST00000393114.3"
"C7orf50-201" "ENST00000397100.2"
"C7orf55-001" "ENST00000297534.6"
"C7orf60-001" "ENST00000297145.4"
"C7orf73-001" "ENST00000507606.1"
"C8orf33-001" "ENST00000331434.6"
"C8orf37-001" "ENST00000286688.5"
"C8orf40-004" "ENST00000438528.2"
"C8orf47-001" "ENST00000318528.3"
"C8orf59-012" "ENST00000458398.2"
"C8orf76-001" "ENST00000276704.4"
"C9orf114-001" "ENST00000361256.5"
"C9orf123-003" "ENST00000358227.4"
"C9orf142-004" "ENST00000371620.3"
"C9orf156-001" "ENST00000375119.3"
"C9orf16-001" "ENST00000372994.1"
"C9orf3-201" "ENST00000375315.2"
"C9orf40-001" "ENST00000376854.5"
"C9orf41-001" "ENST00000376834.3"
"C9orf64-001" "ENST00000376344.3"
"C9orf72-001" "ENST00000380003.3"
"C9orf78-007" "ENST00000372447.3"
"C9orf85-004" "ENST00000334731.2"
"C9orf89-001" "ENST00000375464.2"
"C9orf91-001" "ENST00000374049.4"
"CA2-001" "ENST00000285379.4"
"CA5B-201" "ENST00000454127.2"
"CAAP1-001" "ENST00000333916.5"
"CAB39-001" "ENST00000258418.5"
"CAB39L-001" "ENST00000355854.4"
"CABIN1-001" "ENST00000398319.2"
"CABLES1-001" "ENST00000256925.7"
"CABLES2-001" "ENST00000279101.5"
"CACNA1D-003" "ENST00000350061.5"
"CACNA1E-003" "ENST00000367573.2"
"CACNB4-001" "ENST00000539935.1"
"CACTIN-201" "ENST00000221899.3"
"CACUL1-202" "ENST00000369151.2"
"CACYBP-001" "ENST00000367679.2"
"CAD-001" "ENST00000264705.3"
"CADM1-003" "ENST00000331581.6"
"CALCOCO1-001" "ENST00000550804.1"
"CALCOCO2-001" "ENST00000258947.3"
"CALCRL-002" "ENST00000409998.1"
"CALM1-004" "ENST00000447653.3"
"CALM2-001" "ENST00000272298.7"
"CALM3-009" "ENST00000391918.2"
"CALR-001" "ENST00000316448.5"
"CALU-001" "ENST00000249364.4"
"CAMK1D-001" "ENST00000378847.3"
"CAMK2D-005" "ENST00000505990.1"
"CAMK2G-001" "ENST00000322635.3"
"CAMK4-004" "ENST00000512453.1"
"CAMKK2-001" "ENST00000324774.5"
"CAMKMT-001" "ENST00000378494.3"
"CAMLG-001" "ENST00000297156.2"
"CAMP-001" "ENST00000296435.2"
"CAMSAP1-002" "ENST00000409386.3"
"CAMSAP2-002" "ENST00000358823.2"
"CAMSAP3-002" "ENST00000446248.2"
"CAMTA1-001" "ENST00000303635.6"
"CAMTA2-007" "ENST00000572543.1"
"CAND1-201" "ENST00000299218.5"
"CANT1-003" "ENST00000302345.2"
"CANX-002" "ENST00000504734.1"
"CAP1-002" "ENST00000372805.3"
"CAPG-002" "ENST00000409724.1"
"CAPN1-028" "ENST00000533129.1"
"CAPN10-001" "ENST00000391984.2"
"CAPN2-001" "ENST00000295006.5"
"CAPN7-001" "ENST00000253693.2"
"CAPNS1-001" "ENST00000246533.3"
"CAPRIN1-009" "ENST00000532820.1"
"CAPRIN2-201" "ENST00000251071.5"
"CAPZA1-001" "ENST00000263168.3"
"CAPZA2-002" "ENST00000361183.2"
"CAPZB-202" "ENST00000401084.2"
"CARD11-011" "ENST00000396946.4"
"CARD16-003" "ENST00000375706.2"
"CARD6-001" "ENST00000254691.5"
"CARD8-009" "ENST00000519940.1"
"CARD9-004" "ENST00000371732.5"
"CARHSP1-002" "ENST00000311052.5"
"CARKD-001" "ENST00000309957.2"
"CARM1-002" "ENST00000327064.4"
"CARS-004" "ENST00000380525.4"
"CARS2-001" "ENST00000257347.4"
"CASC3-001" "ENST00000264645.6"
"CASC4-001" "ENST00000299957.6"
"CASC5-002" "ENST00000346991.5"
"CASD1-001" "ENST00000297273.4"
"CASK-007" "ENST00000378163.1"
"CASP1-002" "ENST00000533400.1"
"CASP10-001" "ENST00000286186.6"
"CASP2-001" "ENST00000310447.5"
"CASP3-001" "ENST00000308394.4"
"CASP4-001" "ENST00000444739.2"
"CASP6-001" "ENST00000265164.2"
"CASP7-201" "ENST00000369321.2"
"CASP8-002" "ENST00000358485.4"
"CASP9-001" "ENST00000333868.5"
"CAST-203" "ENST00000395813.1"
"CASZ1-003" "ENST00000377022.3"
"CAT-001" "ENST00000241052.4"
"CBFA2T2-007" "ENST00000359606.3"
"CBFA2T3-001" "ENST00000268679.4"
"CBFB-003" "ENST00000412916.2"
"CBL-001" "ENST00000264033.3"
"CBLB-001" "ENST00000264122.4"
"CBLL1-004" "ENST00000440859.2"
"CBR1-001" "ENST00000290349.6"
"CBR4-001" "ENST00000306193.3"
"CBS-004" "ENST00000398158.1"
"CBWD2-001" "ENST00000259199.4"
"CBX1-001" "ENST00000225603.4"
"CBX3-002" "ENST00000396386.2"
"CBX4-001" "ENST00000269397.4"
"CBX5-002" "ENST00000209875.4"
"CBX6-001" "ENST00000407418.3"
"CBX7-001" "ENST00000216133.5"
"CBX8-001" "ENST00000269385.4"
"CBY1-001" "ENST00000216029.3"
"CC2D1A-001" "ENST00000318003.7"
"CC2D1B-001" "ENST00000371586.2"
"CCAR1-001" "ENST00000265872.6"
"CCBL1-001" "ENST00000302586.3"
"CCBL2-001" "ENST00000370491.3"
"CCDC101-001" "ENST00000317058.3"
"CCDC102A-001" "ENST00000258214.2"
"CCDC104-001" "ENST00000349456.4"
"CCDC106-001" "ENST00000308964.3"
"CCDC107-001" "ENST00000426546.2"
"CCDC109B-001" "ENST00000394650.4"
"CCDC111-005" "ENST00000503752.1"
"CCDC112-001" "ENST00000379611.5"
"CCDC113-001" "ENST00000219299.4"
"CCDC115-001" "ENST00000259229.2"
"CCDC117-001" "ENST00000249064.4"
"CCDC12-202" "ENST00000546280.1"
"CCDC124-004" "ENST00000445755.2"
"CCDC125-001" "ENST00000396496.2"
"CCDC126-003" "ENST00000409765.1"
"CCDC127-001" "ENST00000296824.2"
"CCDC130-004" "ENST00000221554.8"
"CCDC132-019" "ENST00000305866.5"
"CCDC134-001" "ENST00000255784.5"
"CCDC137-003" "ENST00000574107.1"
"CCDC138-001" "ENST00000295124.4"
"CCDC14-202" "ENST00000488653.2"
"CCDC141-202" "ENST00000420890.2"
"CCDC15-002" "ENST00000529051.1"
"CCDC150-001" "ENST00000389175.4"
"CCDC152-001" "ENST00000361970.5"
"CCDC167-001" "ENST00000373408.3"
"CCDC171-001" "ENST00000380701.3"
"CCDC174-001" "ENST00000383794.3"
"CCDC18-008" "ENST00000343253.7"
"CCDC22-001" "ENST00000376227.3"
"CCDC23-001" "ENST00000372521.4"
"CCDC25-001" "ENST00000356537.4"
"CCDC28A-001" "ENST00000332797.6"
"CCDC28B-002" "ENST00000373602.5"
"CCDC34-001" "ENST00000328697.5"
"CCDC41-001" "ENST00000339839.5"
"CCDC43-001" "ENST00000315286.8"
"CCDC47-002" "ENST00000403162.3"
"CCDC50-002" "ENST00000392456.3"
"CCDC51-201" "ENST00000395696.1"
"CCDC53-001" "ENST00000240079.6"
"CCDC57-001" "ENST00000389641.4"
"CCDC58-001" "ENST00000291458.5"
"CCDC59-001" "ENST00000256151.7"
"CCDC6-001" "ENST00000263102.6"
"CCDC61-201" "ENST00000263284.2"
"CCDC66-001" "ENST00000394672.3"
"CCDC69-001" "ENST00000355417.2"
"CCDC71-001" "ENST00000321895.6"
"CCDC71L-001" "ENST00000523505.1"
"CCDC75-002" "ENST00000409774.1"
"CCDC77-001" "ENST00000239830.4"
"CCDC82-201" "ENST00000542662.1"
"CCDC84-001" "ENST00000334418.1"
"CCDC85B-001" "ENST00000312579.2"
"CCDC86-001" "ENST00000227520.5"
"CCDC88A-001" "ENST00000263630.8"
"CCDC88B-001" "ENST00000356786.5"
"CCDC88C-001" "ENST00000389857.6"
"CCDC9-001" "ENST00000221922.6"
"CCDC90A-001" "ENST00000379170.3"
"CCDC90B-001" "ENST00000529689.1"
"CCDC91-203" "ENST00000381259.1"
"CCDC93-001" "ENST00000376300.2"
"CCDC94-001" "ENST00000262962.7"
"CCDC97-001" "ENST00000269967.3"
"CCHCR1-002" "ENST00000396268.3"
"CCL17-001" "ENST00000219244.4"
"CCL22-001" "ENST00000219235.4"
"CCL28-002" "ENST00000361115.4"
"CCL3-001" "ENST00000225245.5"
"CCL4-001" "ENST00000250151.4"
"CCL5-001" "ENST00000293272.3"
"CCM2-201" "ENST00000381112.3"
"CCNA2-001" "ENST00000274026.5"
