ID,ID,ID,ID,USE,USE,MAYBE USE,MAYBE USE,MAYBE USE,MAYBE USE,,,
ENSP00000389951,ENSG00000048740,ENST00000450189,,17695000,0.05,1.47,2.56,611343.5701,0.03,ENSP00000389951_ENSG00000048740_ENST00000450189;ENSP00000443926_ENSG00000048740_ENST00000542579;ENSP00000368563_ENSG00000048740_ENST00000379261;ENSP00000406451_ENSG00000048740_ENST00000416382;ENSP00000346971_ENSG00000048740_ENST00000354897;ENSP00000315328_ENSG00000048740_ENST00000315874;ENSP00000346426_ENSG00000048740_ENST00000354440;ENSP00000382743_ENSG00000048740_ENST00000399850;ENSP00000388530_ENSG00000048740_ENST00000427450;ENSP00000404834_ENSG00000048740_ENST00000417956;ENSP00000476999_ENSG00000048740_ENST00000608830;ENSP00000476656_ENSG00000048740_ENST00000609692;ENSP00000476392_ENSG00000048740_ENST00000609870,521,NaN
ENSP00000261416,ENSG00000049860,ENST00000261416,,2423500,0.01,0.16,0.21,126408.2734,0.01,ENSP00000261416_ENSG00000049860_ENST00000261416;ENSP00000426285_ENSG00000049860_ENST00000511181;ENSP00000423713_ENSG00000049860_ENST00000513336;ENSP00000426384_ENSG00000049860_ENST00000503312,556,NaN
ENSP00000235835,ENSG00000053371,ENST00000235835,,6870700,0.06,1.12,2.14,287075.2089,0.03,ENSP00000235835_ENSG00000053371_ENST00000235835;ENSP00000339084_ENSG00000053371_ENST00000330072;ENSP00000411913_ENSG00000211454_ENST00000429712,359,NaN
ENSP00000362261,ENSG00000054116,ENST00000373166,,1663500,0.02,0.42,0.56,83177.77778,0.02,ENSP00000362261_ENSG00000054116_ENST00000373166;ENSP00000362256_ENSG00000054116_ENST00000373162;ENSP00000362257_ENSG00000054116_ENST00000373163;ENSP00000362253_ENSG00000054116_ENST00000373159,180,NaN
ENSP00000346634,ENSG00000054118,ENST00000354618,,1060500,0.01,0.19,0.34,46641.88482,0.01,ENSP00000346634_ENSG00000054118_ENST00000354618;ENSP00000433825_ENSG00000054118_ENST00000469141,955,NaN
ENSP00000247665,ENSG00000054148,ENST00000247665,,24412000,0.18,3.05,5.16,1562400,0.10,ENSP00000247665_ENSG00000054148_ENST00000247665;ENSP00000360724_ENSG00000054148_ENST00000371661;ENSP00000444757_ENSG00000054148_ENST00000545326,125,NaN
ENSP00000350719,ENSG00000054654,ENST00000358025,,15131,0.00,0.02,0.02,869.6974084,0.00,ENSP00000350719_ENSG00000054654_ENST00000358025;ENSP00000341781_ENSG00000054654_ENST00000344113;ENSP00000452570_ENSG00000054654_ENST00000554584,6907,NaN
ENSP00000264279,ENSG00000055044,ENST00000264279,,6595900,0.04,0.39,0.86,299243.8563,0.02,ENSP00000264279_ENSG00000055044_ENST00000264279,529,NaN
ENSP00000313567,ENSG00000055163,ENST00000347377,,181150,0.00,0.08,0.10,9541.899441,0.00,ENSP00000313567_ENSG00000055163_ENST00000347377;ENSP00000366799_ENSG00000055163_ENST00000377576;ENSP00000430904_ENSG00000055163_ENST00000521420;ENSP00000444645_ENSG00000055163_ENST00000541131;ENSP00000428009_ENSG00000055163_ENST00000522463;ENSP00000325817_ENSG00000055163_ENST00000318218;ENSP00000403793_ENSG00000055163_ENST00000435847;ENSP00000405956_ENSG00000068793_ENST00000435939,1253,NaN
ENSP00000233057,ENSG00000055332,ENST00000233057,,1433100,0.01,0.14,0.14,54617.05989,0.01,ENSP00000233057_ENSG00000055332_ENST00000233057;ENSP00000378559_ENSG00000055332_ENST00000395127;ENSP00000385014_ENSG00000055332_ENST00000405334,551,NaN
ENSP00000385053,ENSG00000056487,ENST00000403565,,272450,0.00,0.07,0.07,14997.55352,0.00,ENSP00000385053_ENSG00000056487_ENST00000403565;ENSP00000401091_ENSG00000056487_ENST00000414269,327,NaN
ENSP00000362994,ENSG00000056558,ENST00000373887,,1224400,0.01,0.24,0.24,73584.13462,0.01,ENSP00000362994_ENSG00000056558_ENST00000373887;ENSP00000443183_ENSG00000056558_ENST00000540010,416,NaN
ENSP00000369538,ENSG00000057608,ENST00000380191,,142260000,0.51,4.15,8.89,8951460.674,0.24,ENSP00000369538_ENSG00000057608_ENST00000380191;ENSP00000369475_ENSG00000057608_ENST00000380132;ENSP00000369528_ENSG00000057608_ENST00000380181;ENSP00000401733_ENSG00000057608_ENST00000456041,445,NaN
ENSP00000246151,ENSG00000057757,ENST00000246151,,1599000,0.04,0.49,0.73,113672.9858,0.03,ENSP00000246151_ENSG00000057757_ENST00000246151,211,211
ENSP00000364691,ENSG00000058453,ENST00000375541,,4787900,0.00,0.06,0.07,270609.8166,0.00,ENSP00000364691_ENSG00000058453_ENST00000375541;ENSP00000402626_ENSG00000058453_ENST00000445545,2017,NaN
ENSP00000333253,ENSG00000058673,ENST00000332127,,166470,0.00,0.03,0.08,8631.604938,0.00,ENSP00000333253_ENSG00000058673_ENST00000332127;ENSP00000356179_ENSG00000058673_ENST00000367210;ENSP00000356181_ENSG00000058673_ENST00000367212;ENSP00000356183_ENSG00000058673_ENST00000367214;ENSP00000438527_ENSG00000058673_ENST00000545588;ENSP00000432602_ENSG00000058673_ENST00000495527;ENSP00000415072_ENSG00000058673_ENST00000453771,810,NaN
ENSP00000360268,ENSG00000059573,ENST00000371224,,1564400,0.02,0.41,0.50,88550.9434,0.02,ENSP00000360268_ENSG00000059573_ENST00000371224;ENSP00000360265_ENSG00000059573_ENST00000371221,795,NaN
ENSP00000228251,ENSG00000060138,ENST00000228251,,7115.9,0.01,0.28,0.28,248.672043,0.01,ENSP00000228251_ENSG00000060138_ENST00000228251;ENSP00000279550_ENSG00000060138_ENST00000279550,372,NaN
ENSP00000382241,ENSG00000060749,ENST00000399302,,430680,0.00,0.02,0.02,16134.87032,0.00,ENSP00000382241_ENSG00000060749_ENST00000399302;ENSP00000432766_ENSG00000060749_ENST00000527788;ENSP00000432136_ENSG00000060749_ENST00000524678,1735,NaN
ENSP00000333664,ENSG00000060971,ENST00000333167,,6629300,0.03,0.45,0.84,297075.4717,0.02,ENSP00000333664_ENSG00000060971_ENST00000333167;ENSP00000395183_ENSG00000060971_ENST00000450296;ENSP00000398172_ENSG00000060971_ENST00000421218,424,NaN
ENSP00000261192,ENSG00000060982,ENST00000261192,,375350,0.00,0.08,0.08,17503.36788,0.00,ENSP00000261192_ENSG00000060982_ENST00000261192;ENSP00000440827_ENSG00000060982_ENST00000539780,386,NaN
ENSP00000081029,ENSG00000061794,ENST00000081029,,12293000,0.02,0.24,0.42,570866.8731,0.01,ENSP00000081029_ENSG00000061794_ENST00000081029;ENSP00000445390_ENSG00000061794_ENST00000538315;ENSP00000442137_ENSG00000061794_ENST00000542199,323,NaN
ENSP00000342056,ENSG00000062485,ENST00000351328,,65369000,0.12,1.87,3.26,2665236.052,0.07,ENSP00000342056_ENSG00000062485_ENST00000351328;ENSP00000440543_ENSG00000062485_ENST00000542324;ENSP00000446779_ENSG00000062485_ENST00000548567,466,NaN
ENSP00000396519,ENSG00000062598,ENST00000439931,,665720,0.00,0.07,0.07,34558.74317,0.00,ENSP00000396519_ENSG00000062598_ENST00000439931;ENSP00000290246_ENSG00000062598_ENST00000290246;ENSP00000379673_ENSG00000062598_ENST00000396391;ENSP00000326172_ENSG00000062598_ENST00000352077;ENSP00000361249_ENSG00000062598_ENST00000372176;ENSP00000409920_ENSG00000062598_ENST00000445496;ENSP00000415641_ENSG00000062598_ENST00000454865;ENSP00000431972_ENSG00000062598_ENST00000467800;ENSP00000388962_ENSG00000062598_ENST00000425546,732,NaN
ENSP00000388806,ENSG00000063046,ENST00000420463,,29356000,0.04,0.82,1.47,1286704.545,0.02,ENSP00000388806_ENSG00000063046_ENST00000420463;ENSP00000262056_ENSG00000063046_ENST00000262056;ENSP00000449746_ENSG00000063046_ENST00000549481;ENSP00000450324_ENSG00000063046_ENST00000552490;ENSP00000448365_ENSG00000063046_ENST00000550704;ENSP00000448980_ENSG00000063046_ENST00000550390;ENSP00000447192_ENSG00000063046_ENST00000551002;ENSP00000412530_ENSG00000063046_ENST00000416762;ENSP00000448399_ENSG00000063046_ENST00000549077,616,NaN
ENSP00000084795,ENSG00000063177,ENST00000084795,,54548000,0.45,6.23,12.18,2296789.474,0.23,ENSP00000084795_ENSG00000063177_ENST00000084795;ENSP00000447001_ENSG00000063177_ENST00000549920;ENSP00000446634_ENSG00000063177_ENST00000546623;ENSP00000449610_ENSG00000063177_ENST00000549273;ENSP00000449204_ENSG00000063177_ENST00000552588;ENSP00000447894_ENSG00000063177_ENST00000550973;ENSP00000470988_ENSG00000063177_ENST00000547897;ENSP00000448899_ENSG00000063177_ENST00000550645,190,NaN
ENSP00000085068,ENSG00000063241,ENST00000085068,,21166000,0.05,1.14,1.89,861945.7014,0.03,ENSP00000085068_ENSG00000063241_ENST00000085068;ENSP00000401726_ENSG00000063241_ENST00000425675;ENSP00000406364_ENSG00000063241_ENST00000438389;ENSP00000465814_ENSG00000063241_ENST00000587226,221,NaN
ENSP00000307863,ENSG00000063244,ENST00000308924,,32466000,0.05,1.41,2.03,1025242.105,0.03,ENSP00000307863_ENSG00000063244_ENST00000308924;ENSP00000388475_ENSG00000063244_ENST00000450554;ENSP00000466935_ENSG00000063244_ENST00000590551,475,NaN
ENSP00000376936,ENSG00000064419,ENST00000393245,,2919400,0.01,0.15,0.19,137272.7273,0.00,ENSP00000376936_ENSG00000064419_ENST00000393245;ENSP00000418267_ENSG00000064419_ENST00000471166;ENSP00000265388_ENSG00000064419_ENST00000265388;ENSP00000418646_ENSG00000064419_ENST00000471234,957,NaN
ENSP00000456436,ENSG00000064666,ENST00000562958,,45135000,0.15,2.96,4.77,2051575.758,0.09,ENSP00000456436_ENSG00000064666_ENST00000562958;ENSP00000263097_ENSG00000064666_ENST00000263097;ENSP00000457968_ENSG00000064666_ENST00000565096;ENSP00000340129_ENSG00000064666_ENST00000348419;ENSP00000468577_ENSG00000064666_ENST00000569352;ENSP00000458137_ENSG00000064666_ENST00000568865,330,NaN
ENSP00000261574,ENSG00000065150,ENST00000261574,,20478000,0.09,1.70,2.98,1028520.179,0.05,ENSP00000261574_ENSG00000065150_ENST00000261574;ENSP00000350219_ENSG00000065150_ENST00000357602;ENSP00000418393_ENSG00000065150_ENST00000490680;ENSP00000419764_ENSG00000065150_ENST00000469360;ENSP00000445126_ENSG00000065150_ENST00000539640,1115,NaN
ENSP00000303043,ENSG00000065427,ENST00000302445,,38112000,0.07,1.01,1.69,1915242.881,0.04,ENSP00000303043_ENSG00000065427_ENST00000302445;ENSP00000325448_ENSG00000065427_ENST00000319410,597,NaN
ENSP00000184266,ENSG00000065518,ENST00000184266,,29495000,0.16,1.20,3.00,1143178.295,0.06,ENSP00000184266_ENSG00000065518_ENST00000184266;ENSP00000419578_ENSG00000065518_ENST00000485064;ENSP00000419128_ENSG00000065518_ENST00000492739;ENSP00000417714_ENSG00000065518_ENST00000461682;ENSP00000417755_ENSG00000065518_ENST00000491335,129,NaN
ENSP00000338788,ENSG00000065548,ENST00000337859,,161990,0.00,0.06,0.06,9506.103286,0.00,ENSP00000338788_ENSG00000065548_ENST00000337859;ENSP00000440525_ENSG00000065548_ENST00000544130,426,NaN
ENSP00000262445,ENSG00000065559,ENST00000353533,,860640,0.01,0.18,0.30,49611.52882,0.01,ENSP00000262445_ENSG00000065559_ENST00000353533;ENSP00000473472_ENSG00000065559_ENST00000602375,399,NaN
ENSP00000367719,ENSG00000065809,ENST00000378458,,802720,0.01,0.10,0.10,49020.61069,0.01,ENSP00000367719_ENSG00000065809_ENST00000378458;ENSP00000367723_ENSG00000065809_ENST00000378462;ENSP00000367726_ENSG00000065809_ENST00000378465;ENSP00000367728_ENSG00000065809_ENST00000378467;ENSP00000367731_ENSG00000065809_ENST00000378470;ENSP00000417782_ENSG00000065809_ENST00000478076;ENSP00000418120_ENSG00000065809_ENST00000468747;ENSP00000418330_ENSG00000065809_ENST00000496330;ENSP00000419603_ENSG00000065809_ENST00000479731;ENSP00000420444_ENSG00000065809_ENST00000468492;ENSP00000413676_ENSG00000065809_ENST00000452706;ENSP00000420249_ENSG00000065809_ENST00000489100;ENSP00000418395_ENSG00000065809_ENST00000494865;ENSP00000417242_ENSG00000065809_ENST00000475786;ENSP00000420314_ENSG00000065809_ENST00000488576;ENSP00000397949_ENSG00000065809_ENST00000442012;ENSP00000417845_ENSG00000065809_ENST00000482277;ENSP00000419064_ENSG00000065809_ENST00000472095;ENSP00000418365_ENSG00000065809_ENST00000481209,131,NaN
ENSP00000377617,ENSG00000065911,ENST00000394053,,6071000,0.04,0.57,1.06,398942.8571,0.02,ENSP00000377617_ENSG00000065911_ENST00000394053;ENSP00000264090_ENSG00000065911_ENST00000264090;ENSP00000386542_ENSG00000065911_ENST00000409601;ENSP00000386536_ENSG00000065911_ENST00000409804;ENSP00000377614_ENSG00000065911_ENST00000394050,350,NaN
ENSP00000361626,ENSG00000065978,ENST00000321358,,86169000,0.14,2.10,3.64,3457407.407,0.08,ENSP00000361626_ENSG00000065978_ENST00000321358;ENSP00000389639_ENSG00000065978_ENST00000436427;ENSP00000405937_ENSG00000065978_ENST00000332220,324,NaN
ENSP00000264073,ENSG00000066044,ENST00000351593,,89215000,0.20,3.29,5.12,4549291.785,0.13,ENSP00000264073_ENSG00000066044_ENST00000351593;ENSP00000385269_ENSG00000066044_ENST00000407627;ENSP00000472197_ENSG00000066044_ENST00000596459;ENSP00000470727_ENSG00000066044_ENST00000593807,353,NaN
ENSP00000471011,ENSG00000066044,ENST00000596154,,39450,0.18,1.17,1.76,2372.932331,0.12,ENSP00000471011_ENSG00000066044_ENST00000596154,133,133
ENSP00000372326,ENSG00000066926,ENST00000382873,,751520,0.01,0.16,0.26,45547.78555,0.01,ENSP00000372326_ENSG00000066926_ENST00000382873;ENSP00000262093_ENSG00000066926_ENST00000262093,429,NaN
ENSP00000370517,ENSG00000067057,ENST00000381125,,25592000,0.10,1.70,3.09,1044579.082,0.06,ENSP00000370517_ENSG00000067057_ENST00000381125;ENSP00000370465_ENSG00000067057_ENST00000381075,784,NaN
ENSP00000264052,ENSG00000067066,ENST00000264052,,5332000,0.02,0.39,0.63,230511.9454,0.01,ENSP00000264052_ENSG00000067066_ENST00000264052;ENSP00000343023_ENSG00000067066_ENST00000340126;ENSP00000386427_ENSG00000067066_ENST00000409112;ENSP00000386404_ENSG00000067066_ENST00000409341;ENSP00000342729_ENSG00000067066_ENST00000341950;ENSP00000387311_ENSG00000067066_ENST00000409824;ENSP00000399389_ENSG00000067066_ENST00000427101;ENSP00000386998_ENSG00000067066_ENST00000409897;ENSP00000391616_ENSG00000067066_ENST00000432979,879,NaN
ENSP00000320171,ENSG00000067225,ENST00000319622,,774900,1.85,14.32,37.30,49617.70245,0.71,ENSP00000320171_ENSG00000067225_ENST00000319622;ENSP00000373745_ENSG00000067225_ENST00000389093;ENSP00000455736_ENSG00000067225_ENST00000565184;ENSP00000455901_ENSG00000067225_ENST00000565154;ENSP00000456970_ENSG00000067225_ENST00000568459;ENSP00000457253_ENSG00000067225_ENST00000561609;ENSP00000456100_ENSG00000067225_ENST00000568883;ENSP00000455584_ENSG00000067225_ENST00000569857,531,NaN
ENSP00000334983,ENSG00000067225,ENST00000335181,,1643700000,2.04,15.99,41.17,102148775.9,0.79,ENSP00000334983_ENSG00000067225_ENST00000335181;ENSP00000403365_ENSG00000067225_ENST00000449901,531,NaN
ENSP00000400175,ENSG00000067560,ENST00000418115,,186130000,0.56,8.48,18.86,7715025.907,0.25,ENSP00000400175_ENSG00000067560_ENST00000418115,193,193
ENSP00000217901,ENSG00000067829,ENST00000217901,,11401000,0.03,0.79,1.28,522188.2952,0.02,ENSP00000217901_ENSG00000067829_ENST00000217901;ENSP00000473196_ENSG00000267989_ENST00000593996;ENSP00000359110_ENSG00000067829_ENST00000370092;ENSP00000469494_ENSG00000267989_ENST00000600403;ENSP00000359111_ENSG00000067829_ENST00000370093;ENSP00000470484_ENSG00000267989_ENST00000598838;ENSP00000401862_ENSG00000067829_ENST00000444450;ENSP00000472202_ENSG00000267989_ENST00000598003;ENSP00000408529_ENSG00000067829_ENST00000427365;ENSP00000471438_ENSG00000267989_ENST00000596495,393,NaN
ENSP00000382697,ENSG00000067900,ENST00000399799,,51439,0.00,0.03,0.03,3191.211226,0.00,ENSP00000382697_ENSG00000067900_ENST00000399799,1354,1354
ENSP00000387536,ENSG00000067992,ENST00000441463,,39258,0.01,0.15,0.20,2270.337349,0.01,ENSP00000387536_ENSG00000067992_ENST00000441463;ENSP00000368460_ENSG00000067992_ENST00000379162,415,NaN
ENSP00000395590,ENSG00000068079,ENST00000438323,,10227000,0.05,0.88,1.10,674722.2222,0.04,ENSP00000395590_ENSG00000068079_ENST00000438323;ENSP00000394579_ENSG00000068079_ENST00000415816,288,NaN
ENSP00000339787,ENSG00000068366,ENST00000340800,,724580,0.00,0.04,0.04,35668.07314,0.00,ENSP00000339787_ENSG00000068366_ENST00000340800;ENSP00000419171_ENSG00000068366_ENST00000469796;ENSP00000262835_ENSG00000068366_ENST00000348502;ENSP00000424808_ENSG00000068366_ENST00000505855;ENSP00000425408_ENSG00000068366_ENST00000502391;ENSP00000425378_ENSG00000068366_ENST00000508092;ENSP00000421425_ENSG00000068366_ENST00000504980,711,NaN
ENSP00000365624,ENSG00000068400,ENST00000376441,,317000,0.00,0.05,0.05,17715.81451,0.00,ENSP00000365624_ENSG00000068400_ENST00000376441;ENSP00000365608_ENSG00000068400_ENST00000376425;ENSP00000365627_ENSG00000068400_ENST00000376444,841,NaN
ENSP00000299138,ENSG00000069329,ENST00000299138,,5153200,0.02,0.32,0.44,271909.5477,0.01,ENSP00000299138_ENSG00000069329_ENST00000299138,796,NaN
ENSP00000314030,ENSG00000069345,ENST00000317089,,3082700,0.01,0.12,0.18,164609.2233,0.00,ENSP00000314030_ENSG00000069345_ENST00000317089,412,412
ENSP00000164247,ENSG00000069424,ENST00000164247,,3691000,0.04,0.63,1.19,181029.9728,0.02,ENSP00000164247_ENSG00000069424_ENST00000164247;ENSP00000340824_ENSG00000069424_ENST00000341524;ENSP00000367337_ENSG00000069424_ENST00000378097;ENSP00000318772_ENSG00000069424_ENST00000352527;ENSP00000367332_ENSG00000069424_ENST00000378092;ENSP00000367323_ENSG00000069424_ENST00000378083;ENSP00000396167_ENSG00000069424_ENST00000458166;ENSP00000473602_ENSG00000069424_ENST00000602612;ENSP00000400285_ENSG00000069424_ENST00000428161,367,NaN
ENSP00000286371,ENSG00000069849,ENST00000286371,,6251200,0.01,0.23,0.34,268867.3835,0.01,ENSP00000286371_ENSG00000069849_ENST00000286371,279,279
ENSP00000337358,ENSG00000069998,ENST00000336737,,10017000,0.04,0.78,1.38,497304.9645,0.02,ENSP00000337358_ENSG00000069998_ENST00000336737;ENSP00000155674_ENSG00000069998_ENST00000155674,423,NaN
ENSP00000175506,ENSG00000070669,ENST00000175506,,2794200,0.01,0.25,0.29,144442.0677,0.01,ENSP00000175506_ENSG00000070669_ENST00000175506;ENSP00000377845_ENSG00000070669_ENST00000394308;ENSP00000377846_ENSG00000070669_ENST00000394309;ENSP00000406994_ENSG00000070669_ENST00000444334;ENSP00000414901_ENSG00000070669_ENST00000422745;ENSP00000408472_ENSG00000070669_ENST00000455086;ENSP00000414379_ENSG00000070669_ENST00000437628,561,NaN
ENSP00000313007,ENSG00000070756,ENST00000318607,,10605000,0.05,0.78,1.32,600251.5723,0.03,ENSP00000313007_ENSG00000070756_ENST00000318607;ENSP00000429395_ENSG00000070756_ENST00000522387;ENSP00000429594_ENSG00000070756_ENST00000519004;ENSP00000429892_ENSG00000070756_ENST00000523555;ENSP00000429119_ENSG00000070756_ENST00000521865,636,NaN
ENSP00000262506,ENSG00000070770,ENST00000262506,,0,0.00,0.06,0.06,0,0.00,ENSP00000262506_ENSG00000070770_ENST00000262506;ENSP00000456606_ENSG00000070770_ENST00000567730;ENSP00000457911_ENSG00000070770_ENST00000563307,350,NaN
ENSP00000398592,ENSG00000070831,ENST00000421089,,226450000,0.64,9.47,22.19,9718884.12,0.27,ENSP00000398592_ENSG00000070831_ENST00000421089;ENSP00000341072_ENSG00000070831_ENST00000344548;ENSP00000383118_ENSG00000070831_ENST00000400259,233,NaN
ENSP00000264258,ENSG00000071082,ENST00000264258,,15570000,0.14,2.23,3.44,871920,0.09,ENSP00000264258_ENSG00000071082_ENST00000264258;ENSP00000386681_ENSG00000071082_ENST00000409733;ENSP00000386737_ENSG00000071082_ENST00000409038;ENSP00000386717_ENSG00000071082_ENST00000409028;ENSP00000387163_ENSG00000071082_ENST00000409320;ENSP00000386271_ENSG00000071082_ENST00000409650;ENSP00000412976_ENSG00000071082_ENST00000456292;ENSP00000408172_ENSG00000071082_ENST00000441435,125,NaN
ENSP00000371890,ENSG00000071127,ENST00000382452,,26607000,0.10,1.83,2.79,1317161.716,0.07,ENSP00000371890_ENSG00000071127_ENST00000382452;ENSP00000427687_ENSG00000071127_ENST00000499869;ENSP00000371889_ENSG00000071127_ENST00000382451;ENSP00000426725_ENSG00000071127_ENST00000502702;ENSP00000425481_ENSG00000071127_ENST00000508079,606,NaN
ENSP00000337053,ENSG00000071537,ENST00000336735,,304140,0.00,0.04,0.04,14555.41562,0.00,ENSP00000337053_ENSG00000071537_ENST00000336735,794,794
ENSP00000233078,ENSG00000071626,ENST00000233078,,51521,0.01,0.30,0.59,1265.872236,0.00,ENSP00000233078_ENSG00000071626_ENST00000233078;ENSP00000337132_ENSG00000071626_ENST00000336761;ENSP00000467613_ENSG00000071626_ENST00000592453,407,NaN
ENSP00000339353,ENSG00000071894,ENST00000349769,,299920,0.00,0.08,0.10,14341.64934,0.00,ENSP00000339353_ENSG00000071894_ENST00000349769;ENSP00000457146_ENSG00000261230_ENST00000568627,1443,NaN
ENSP00000353224,ENSG00000072274,ENST00000360110,,24818000,0.10,1.04,1.97,1273552.632,0.05,ENSP00000353224_ENSG00000072274_ENST00000360110;ENSP00000376197_ENSG00000072274_ENST00000392396;ENSP00000437753_ENSG00000072274_ENST00000535031,760,NaN
ENSP00000323421,ENSG00000072501,ENST00000322213,,331710,0.00,0.09,0.10,19369.82968,0.00,ENSP00000323421_ENSG00000072501_ENST00000322213;ENSP00000471583_ENSG00000269384_ENST00000594240,1233,NaN
ENSP00000168216,ENSG00000072506,ENST00000168216,,103680000,0.31,4.34,8.00,5561302.682,0.17,ENSP00000168216_ENSG00000072506_ENST00000168216;ENSP00000472168_ENSG00000268188_ENST00000601615;ENSP00000364453_ENSG00000072506_ENST00000375304;ENSP00000471470_ENSG00000268188_ENST00000595128,261,NaN
ENSP00000438689,ENSG00000072778,ENST00000543245,,2327800,0.01,0.18,0.24,144200.59,0.01,ENSP00000438689_ENSG00000072778_ENST00000543245;ENSP00000349297_ENSG00000072778_ENST00000356839;ENSP00000344152_ENSG00000072778_ENST00000350303;ENSP00000442082_ENSG00000072778_ENST00000542255,678,NaN
ENSP00000176763,ENSG00000072786,ENST00000176763,,2170700,0.01,0.12,0.18,103153.9256,0.00,ENSP00000176763_ENSG00000072786_ENST00000176763,968,968
ENSP00000158762,ENSG00000072818,ENST00000158762,,2054400,0.01,0.21,0.27,108274.3243,0.01,ENSP00000158762_ENSG00000072818_ENST00000158762,740,NaN
