GO_TERM	FULL_NAME
GO:0001999	renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure
GO:0002001	renin secretion into blood stream
GO:0002002	regulation of angiotensin levels in blood
GO:0002003	angiotensin maturation
GO:0002009	morphogenesis of an epithelium
GO:0002011	morphogenesis of an epithelial sheet
GO:0002014	vasoconstriction of artery involved in ischemic response to lowering of systemic arterial blood pressure
GO:0002016	regulation of blood volume by renin-angiotensin
GO:0002019	regulation of renal output by angiotensin
GO:0002020	protease binding
GO:0002021	response to dietary excess
GO:0002024	diet induced thermogenesis
GO:0002026	regulation of the force of heart contraction
GO:0002027	regulation of heart rate
GO:0002028	regulation of sodium ion transport
GO:0002029	desensitization of G-protein coupled receptor protein signaling pathway
GO:0002031	G-protein coupled receptor internalization
GO:0002032	desensitization of G-protein coupled receptor protein signaling pathway by arrestin
GO:0002036	regulation of L-glutamate transport
GO:0002037	negative regulation of L-glutamate transport
GO:0002039	p53 binding
GO:0002040	sprouting angiogenesis
GO:0002042	cell migration involved in sprouting angiogenesis
GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis
GO:0002051	osteoblast fate commitment
GO:0002052	positive regulation of neuroblast proliferation
GO:0002053	positive regulation of mesenchymal cell proliferation
GO:0002054	nucleobase binding
GO:0002055	adenine binding
GO:0002060	purine nucleobase binding
GO:0002062	chondrocyte differentiation
GO:0002063	chondrocyte development
GO:0002064	epithelial cell development
GO:0002065	columnar/cuboidal epithelial cell differentiation
GO:0002066	columnar/cuboidal epithelial cell development
GO:0002067	glandular epithelial cell differentiation
GO:0002068	glandular epithelial cell development
GO:0002069	columnar/cuboidal epithelial cell maturation
GO:0002070	epithelial cell maturation
GO:0002071	glandular epithelial cell maturation
GO:0002072	optic cup morphogenesis involved in camera-type eye development
GO:0002076	osteoblast development
GO:0002079	inner acrosomal membrane
GO:0002080	acrosomal membrane
GO:0002082	regulation of oxidative phosphorylation
GO:0002083	4-hydroxybenzoate decaprenyltransferase activity
GO:0002084	protein depalmitoylation
GO:0002085	inhibition of neuroepithelial cell differentiation
GO:0002086	diaphragm contraction
GO:0002087	regulation of respiratory gaseous exchange by neurological system process
GO:0002088	lens development in camera-type eye
GO:0002089	lens morphogenesis in camera-type eye
GO:0002090	regulation of receptor internalization
GO:0002091	negative regulation of receptor internalization
GO:0002092	positive regulation of receptor internalization
GO:0002093	auditory receptor cell morphogenesis
GO:0002094	polyprenyltransferase activity
GO:0002097	tRNA wobble base modification
GO:0002098	tRNA wobble uridine modification
GO:0002102	podosome
GO:0002115	store-operated calcium entry
GO:0002116	semaphorin receptor complex
GO:0002133	polycystin complex
GO:0002134	UTP binding
GO:0002135	CTP binding
GO:0002138	retinoic acid biosynthetic process
GO:0002139	stereocilia coupling link
GO:0002141	stereocilia ankle link
GO:0002142	stereocilia ankle link complex
GO:0002151	G-quadruplex RNA binding
GO:0002154	thyroid hormone mediated signaling pathway
GO:0002158	osteoclast proliferation
GO:0002159	desmosome assembly
GO:0002161	aminoacyl-tRNA editing activity
GO:0002162	dystroglycan binding
GO:0002175	protein localization to paranode region of axon
GO:0002176	male germ cell proliferation
GO:0002178	palmitoyltransferase complex
GO:0002181	cytoplasmic translation
GO:0002189	ribose phosphate diphosphokinase complex
GO:0002193	MAML1-RBP-Jkappa- ICN1 complex
GO:0002199	zona pellucida receptor complex
GO:0002200	somatic diversification of immune receptors
GO:0002204	somatic recombination of immunoglobulin genes involved in immune response
GO:0002208	somatic diversification of immunoglobulins involved in immune response
GO:0002209	behavioral defense response
GO:0002215	defense response to nematode
GO:0002218	activation of innate immune response
GO:0002221	pattern recognition receptor signaling pathway
GO:0002224	toll-like receptor signaling pathway
GO:0002227	innate immune response in mucosa
GO:0002228	natural killer cell mediated immunity
GO:0002230	positive regulation of defense response to virus by host
GO:0002237	response to molecule of bacterial origin
GO:0002238	response to molecule of fungal origin
GO:0002244	hematopoietic progenitor cell differentiation
GO:0002246	wound healing involved in inflammatory response
GO:0002248	connective tissue replacement involved in inflammatory response wound healing
GO:0002249	lymphocyte anergy
GO:0002250	adaptive immune response
GO:0002251	organ or tissue specific immune response
GO:0002252	immune effector process
GO:0002253	activation of immune response
GO:0002260	lymphocyte homeostasis
GO:0002262	myeloid cell homeostasis
GO:0002263	cell activation involved in immune response
GO:0002266	follicular dendritic cell activation
GO:0002268	follicular dendritic cell differentiation
GO:0002274	myeloid leukocyte activation
GO:0002275	myeloid cell activation involved in immune response
GO:0002277	myeloid dendritic cell activation involved in immune response
GO:0002278	eosinophil activation involved in immune response
GO:0002279	mast cell activation involved in immune response
GO:0002281	macrophage activation involved in immune response
GO:0002282	microglial cell activation involved in immune response
GO:0002283	neutrophil activation involved in immune response
GO:0002285	lymphocyte activation involved in immune response
GO:0002286	T cell activation involved in immune response
GO:0002287	alpha-beta T cell activation involved in immune response
GO:0002290	gamma-delta T cell activation involved in immune response
GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell
GO:0002292	T cell differentiation involved in immune response
GO:0002293	alpha-beta T cell differentiation involved in immune response
GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response
GO:0002295	T-helper cell lineage commitment
GO:0002296	T-helper 1 cell lineage commitment
GO:0002309	T cell proliferation involved in immune response
GO:0002312	B cell activation involved in immune response
GO:0002313	mature B cell differentiation involved in immune response
GO:0002314	germinal center B cell differentiation
GO:0002315	marginal zone B cell differentiation
GO:0002316	follicular B cell differentiation
GO:0002317	plasma cell differentiation
GO:0002318	myeloid progenitor cell differentiation
GO:0002320	lymphoid progenitor cell differentiation
GO:0002322	B cell proliferation involved in immune response
GO:0002323	natural killer cell activation involved in immune response
GO:0002326	B cell lineage commitment
GO:0002327	immature B cell differentiation
GO:0002328	pro-B cell differentiation
GO:0002329	pre-B cell differentiation
GO:0002331	pre-B cell allelic exclusion
GO:0002335	mature B cell differentiation
GO:0002339	B cell selection
GO:0002347	response to tumor cell
GO:0002349	histamine production involved in inflammatory response
GO:0002351	serotonin production involved in inflammatory response
GO:0002352	B cell negative selection
GO:0002357	defense response to tumor cell
GO:0002358	B cell homeostatic proliferation
GO:0002360	T cell lineage commitment
GO:0002361	CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation
GO:0002363	alpha-beta T cell lineage commitment
GO:0002366	leukocyte activation involved in immune response
GO:0002367	cytokine production involved in immune response
GO:0002368	B cell cytokine production
GO:0002369	T cell cytokine production
GO:0002371	dendritic cell cytokine production
GO:0002374	cytokine secretion involved in immune response
GO:0002376	immune system process
GO:0002377	immunoglobulin production
GO:0002378	immunoglobulin biosynthetic process
GO:0002381	immunoglobulin production involved in immunoglobulin mediated immune response
GO:0002384	hepatic immune response
GO:0002385	mucosal immune response
GO:0002396	MHC protein complex assembly
GO:0002397	MHC class I protein complex assembly
GO:0002407	dendritic cell chemotaxis
GO:0002408	myeloid dendritic cell chemotaxis
GO:0002418	immune response to tumor cell
GO:0002420	natural killer cell mediated cytotoxicity directed against tumor cell target
GO:0002423	natural killer cell mediated immune response to tumor cell
GO:0002424	T cell mediated immune response to tumor cell
GO:0002426	immunoglobulin production in mucosal tissue
GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib
GO:0002429	immune response-activating cell surface receptor signaling pathway
GO:0002431	Fc receptor mediated stimulatory signaling pathway
GO:0002432	granuloma formation
GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis
GO:0002437	inflammatory response to antigenic stimulus
GO:0002438	acute inflammatory response to antigenic stimulus
GO:0002439	chronic inflammatory response to antigenic stimulus
GO:0002440	production of molecular mediator of immune response
GO:0002441	histamine secretion involved in inflammatory response
GO:0002442	serotonin secretion involved in inflammatory response
GO:0002443	leukocyte mediated immunity
GO:0002444	myeloid leukocyte mediated immunity
GO:0002446	neutrophil mediated immunity
GO:0002447	eosinophil mediated immunity
GO:0002448	mast cell mediated immunity
GO:0002449	lymphocyte mediated immunity
GO:0002455	humoral immune response mediated by circulating immunoglobulin
GO:0002456	T cell mediated immunity
GO:0002457	T cell antigen processing and presentation
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:0002467	germinal center formation
GO:0002468	dendritic cell antigen processing and presentation
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I
GO:0002475	antigen processing and presentation via MHC class Ib
GO:0002477	antigen processing and presentation of exogenous peptide antigen via MHC class Ib
GO:0002478	antigen processing and presentation of exogenous peptide antigen
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent
GO:0002481	antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent
GO:0002483	antigen processing and presentation of endogenous peptide antigen
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II
GO:0002501	peptide antigen assembly with MHC protein complex
GO:0002502	peptide antigen assembly with MHC class I protein complex
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II
GO:0002507	tolerance induction
GO:0002513	tolerance induction to self antigen
GO:0002517	T cell tolerance induction
GO:0002520	immune system development
GO:0002521	leukocyte differentiation
GO:0002522	leukocyte migration involved in immune response
GO:0002523	leukocyte migration involved in inflammatory response
GO:0002524	hypersensitivity
GO:0002526	acute inflammatory response
GO:0002528	regulation of vascular permeability involved in acute inflammatory response
GO:0002532	production of molecular mediator involved in inflammatory response
GO:0002534	cytokine production involved in inflammatory response
GO:0002536	respiratory burst involved in inflammatory response
GO:0002538	arachidonic acid metabolite production involved in inflammatory response
GO:0002540	leukotriene production involved in inflammatory response
GO:0002543	activation of blood coagulation via clotting cascade
GO:0002544	chronic inflammatory response
GO:0002548	monocyte chemotaxis
GO:0002551	mast cell chemotaxis
GO:0002553	histamine secretion by mast cell
GO:0002554	serotonin secretion by platelet
GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus
GO:0002566	somatic diversification of immune receptors via somatic mutation
GO:0002568	somatic diversification of T cell receptor genes
GO:0002572	pro-T cell differentiation
GO:0002573	myeloid leukocyte differentiation
GO:0002575	basophil chemotaxis
GO:0002576	platelet degranulation
GO:0002577	regulation of antigen processing and presentation
GO:0002578	negative regulation of antigen processing and presentation
GO:0002579	positive regulation of antigen processing and presentation
GO:0002580	regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II
GO:0002582	positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II
GO:0002583	regulation of antigen processing and presentation of peptide antigen
GO:0002585	positive regulation of antigen processing and presentation of peptide antigen
GO:0002586	regulation of antigen processing and presentation of peptide antigen via MHC class II
GO:0002588	positive regulation of antigen processing and presentation of peptide antigen via MHC class II
GO:0002604	regulation of dendritic cell antigen processing and presentation
